GE T&D India Ltd,522275, 11-09-2024 21:17:23,100 Million Euros,"Grid Solutions SAS, France",2029,958,135,"₹ 44,093 Cr.",153,"3,168",https://www.bseindia.com/xml-data/corpfiling/AttachLive/3dfd50d8-4a30-41b6-b3c5-c38163727d25.pdf,New Order
GE T&D India Ltd,522275, 11-09-2024 21:17:23,100 Million Euros,"Grid Solutions SAS, France",2029,958,135,"₹ 44,093 Cr.",153,"3,168",https://www.bseindia.com/xml-data/corpfiling/AttachLive/3dfd50d8-4a30-41b6-b3c5-c38163727d25.pdf,New Order
